       sales,               date,region
2310,2/1/2022,south
2405,2/1/2022,east
2420,2/1/2022,west
2160,2/2/2022,north
2485,2/2/2022,south
2375,2/2/2022,east
2435,2/2/2022,west
2125,2/3/2022,north
2185,2/3/2022,south
2090,2/3/2022,east
2115,2/3/2022,west
2035,2/4/2022,north
2215,2/4/2022,south
2010,2/4/2022,east
2190,2/4/2022,west
2070,2/5/2022,north
2000,2/5/2022,south
2130,2/5/2022,east
2235,2/5/2022,west
2250,2/6/2022,north
2365,2/6/2022,south
2020,2/6/2022,east
2215,2/6/2022,west
2290,2/7/2022,north
2145,2/7/2022,south
2255,2/7/2022,east
2265,2/7/2022,west
2375,2/8/2022,north
2360,2/8/2022,south
2430,2/8/2022,east
2330,2/8/2022,west
2290,2/9/2022,north
2435,2/9/2022,south
2225,2/9/2022,east
2255,2/9/2022,west
2275,2/10/2022,north
2310,2/10/2022,south
2070,2/10/2022,east
2445,2/10/2022,west
2405,2/11/2022,north
2030,2/11/2022,south
2470,2/11/2022,east
2265,2/11/2022,west
2245,2/12/2022,north
2490,2/12/2022,south
2110,2/12/2022,east
2085,2/12/2022,west
2425,2/13/2022,north
2245,2/13/2022,south
2500,2/13/2022,east
2390,2/13/2022,west
2035,2/14/2022,north
2465,2/14/2022,south
2500,2/14/2022,east
2115,2/14/2022,west
